DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
Alaa Abdelnaby,"Abdelnaby, Alaa",1990,Y,0,76001,HISTADD_alaa_abdelnaby,0,,,,0,,1994
Zaid Abdul-Aziz,"Abdul-Aziz, Zaid",1968,Y,0,76002,HISTADD_zaid_abdul-aziz,0,,,,0,,1977
Kareem Abdul-Jabbar,"Abdul-Jabbar, Kareem",1969,Y,0,76003,HISTADD_kareem_abdul-jabbar,0,,,,0,,1988
Mahmoud Abdul-Rauf,"Abdul-Rauf, Mahmoud",1990,Y,0,51,mahmoud_abdul-rauf,0,,,,0,,2000
Tariq Abdul-Wahad,"Abdul-Wahad, Tariq",1997,Y,0,1505,tariq_abdul-wahad,0,,,,0,,2003
Shareef Abdur-Rahim,"Abdur-Rahim, Shareef",1996,Y,0,949,shareef_abdur-rahim,0,,,,0,,2007
Tom Abernethy,"Abernethy, Tom",1976,Y,0,76005,HISTADD_tom_abernethy,0,,,,0,,1980
Forest Able,"Able, Forest",1956,Y,0,76006,HISTADD_frosty_able,0,,,,0,,1956
John Abramovic,"Abramovic, John",1946,Y,0,76007,HISTADD_brooms_abramovic,0,,,,0,,1947
Alex Abrines,"Abrines, Alex",2016,Y,0,203518,alex_abrines,0,,,,0,,2018
Alex Acker,"Acker, Alex",2005,Y,1,101165,alex_acker,0,,,,0,,2008
Donald Ackerman,"Ackerman, Donald",1953,Y,0,76008,HISTADD_buddy_ackerman,0,,,,0,,1953
Mark Acres,"Acres, Mark",1987,Y,0,76009,HISTADD_mark_acres,0,,,,0,,1992
Charles Acton,"Acton, Charles",1967,Y,0,76010,HISTADD_bud_acton,0,,,,0,,1967
Quincy Acy,"Acy, Quincy",2012,Y,1,203112,quincy_acy,1,SAC,Sacramento,kings,1610612758,Kings,2018
Alvan Adams,"Adams, Alvan",1975,Y,0,76011,HISTADD_alvan_adams,0,,,,0,,1987
Don Adams,"Adams, Don",1970,Y,0,76012,HISTADD_don_adams,0,,,,0,,1976
Hassan Adams,"Adams, Hassan",2006,Y,0,200801,hassan_adams,0,,,,0,,2008
Jaylen Adams,"Adams, Jaylen",2018,Y,1,1629121,jaylen_adams,0,,,,0,,2018
Jordan Adams,"Adams, Jordan",2014,Y,1,203919,jordan_adams,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2015
Michael Adams,"Adams, Michael",1985,Y,0,149,michael_adams,0,,,,0,,1995
Steven Adams,"Adams, Steven",2013,Y,0,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2018
Rafael Addison,"Addison, Rafael",1986,Y,0,912,rafael_addison,0,,,,0,,1996
Bam Adebayo,"Adebayo, Bam",2017,Y,0,1628389,bam_adebayo,0,,,,0,,2018
Deng Adel,"Adel, Deng",2018,Y,1,1629061,deng_adel,0,,,,0,,2018
Rick Adelman,"Adelman, Rick",1968,Y,0,76015,HISTADD_rick_adelman,0,,,,0,,1974
Jeff Adrien,"Adrien, Jeff",2010,Y,1,202399,jeff_adrien,0,,,,0,,2014
Arron Afflalo,"Afflalo, Arron",2007,Y,0,201167,arron_afflalo,1,NYK,New York,knicks,1610612752,Knicks,2017
Maurice Ager,"Ager, Maurice",2006,Y,1,200772,maurice_ager,0,,,,0,,2010
Mark Aguirre,"Aguirre, Mark",1981,Y,0,76016,HISTADD_mark_aguirre,0,,,,0,,1993
Blake Ahearn,"Ahearn, Blake",2007,Y,1,201336,blake_ahearn,0,,,,0,,2011
Danny Ainge,"Ainge, Danny",1981,Y,0,76017,HISTADD_danny_ainge,0,,,,0,,1994
Alexis Ajinca,"Ajinca, Alexis",2008,Y,1,201582,alexis_ajinca,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2017
Henry Akin,"Akin, Henry",1966,Y,0,76018,HISTADD_henry_akin,0,,,,0,,1967
Josh Akognon,"Akognon, Josh",2012,Y,1,203006,josh_akognon,0,,,,0,,2012
DeVaughn Akoon-Purcell,"Akoon-Purcell, DeVaughn",2018,Y,1,1629152,devaughn_akoon-purcell,0,,,,0,,2018
Solomon Alabi,"Alabi, Solomon",2010,Y,1,202374,solomon_alabi,0,,,,0,,2011
Mark Alarie,"Alarie, Mark",1986,Y,0,76019,HISTADD_mark_alarie,0,,,,0,,1990
Gary Alcorn,"Alcorn, Gary",1959,Y,0,76020,HISTADD_gary_alcorn,0,,,,0,,1960
Furkan Aldemir,"Aldemir, Furkan",2014,Y,0,203128,furkan_aldemir,0,,,,0,,2014
Cole Aldrich,"Aldrich, Cole",2010,Y,1,202332,cole_aldrich,1,LAC,LA,clippers,1610612746,Clippers,2017
LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,0,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2018
Chuck Aleksinas,"Aleksinas, Chuck",1984,Y,0,76021,HISTADD_chuck_aleksinas,0,,,,0,,1984
Cliff Alexander,"Alexander, Cliff",2015,Y,11,1626146,cliff_alexander,1,POR,Portland,blazers,1610612757,Trail Blazers,2015
Cory Alexander,"Alexander, Cory",1995,Y,0,724,cory_alexander,0,,,,0,,2004
Courtney Alexander,"Alexander, Courtney",2000,Y,0,2042,courtney_alexander,0,,,,0,,2003
Gary Alexander,"Alexander, Gary",1993,Y,0,76022,HISTADD_gary_alexander,0,,,,0,,1993
Joe Alexander,"Alexander, Joe",2008,Y,1,201570,joe_alexander,0,,,,0,,2009
Victor Alexander,"Alexander, Victor",1991,Y,0,2349,victor_alexander,0,,,,0,,2001
Steve Alford,"Alford, Steve",1987,Y,0,76024,HISTADD_steve_alford,0,,,,0,,1990
Rawle Alkins,"Alkins, Rawle",2018,Y,1,1628959,rawle_alkins,0,,,,0,,2018
Bob Allen,"Allen, Bob",1968,Y,0,76028,HISTADD_bob_allen,0,,,,0,,1968
Grayson Allen,"Allen, Grayson",2018,Y,1,1628960,grayson_allen,0,,,,0,,2018
Jarrett Allen,"Allen, Jarrett",2017,Y,0,1628386,jarrett_allen,0,,,,0,,2018
Jerome Allen,"Allen, Jerome",1995,Y,0,706,jerome_allen,0,,,,0,,1996
Kadeem Allen,"Allen, Kadeem",2017,Y,1,1628443,kadeem_allen,0,,,,0,,2018
Lavoy Allen,"Allen, Lavoy",2011,Y,1,202730,lavoy_allen,1,IND,Indiana,pacers,1610612754,Pacers,2016
Lucius Allen,"Allen, Lucius",1969,Y,0,76027,HISTADD_lucius_allen,0,,,,0,,1978
Malik Allen,"Allen, Malik",2001,Y,0,2124,malik_allen,0,,,,0,,2010
Randy Allen,"Allen, Randy",1988,Y,0,76025,HISTADD_randy_allen,0,,,,0,,1989
Ray Allen,"Allen, Ray",1996,Y,0,951,ray_allen,0,,,,0,,2013
Tony Allen,"Allen, Tony",2004,Y,0,2754,tony_allen,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2017
Odis Allison,"Allison, Odis",1971,Y,0,76029,HISTADD_odis_allison,0,,,,0,,1971
Lance Allred,"Allred, Lance",2007,Y,1,200984,lance_allred,0,,,,0,,2007
Darrell Allums,"Allums, Darrell",1980,Y,0,76030,HISTADD_darrell_allums,0,,,,0,,1980
Morris Almond,"Almond, Morris",2007,Y,1,201165,morris_almond,0,,,,0,,2011
Derrick Alston,"Alston, Derrick",1994,Y,0,308,derrick_alston,0,,,,0,,1996
Rafer Alston,"Alston, Rafer",1999,Y,1,1747,rafer_alston,0,,,,0,,2009
Peter Aluma,"Aluma, Peter",1998,Y,0,1824,peter_aluma,0,,,,0,,1998
John Amaechi,"Amaechi, John",1995,Y,0,680,john_amaechi,0,,,,0,,2002
Ashraf Amaya,"Amaya, Ashraf",1995,Y,0,732,ashraf_amaya,0,,,,0,,1996
Al-Farouq Aminu,"Aminu, Al-Farouq",2010,Y,0,202329,al-farouq_aminu,1,POR,Portland,blazers,1610612757,Trail Blazers,2018
Lou Amundson,"Amundson, Lou",2006,Y,1,200811,lou_amundson,1,NYK,New York,knicks,1610612752,Knicks,2015
Bob Anderegg,"Anderegg, Bob",1959,Y,0,76034,HISTADD_bob_anderegg,0,,,,0,,1959
Chris Andersen,"Andersen, Chris",2001,Y,0,2365,chris_andersen,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2016
David Andersen,"Andersen, David",2009,Y,0,2431,david_andersen,0,,,,0,,2010
Alan Anderson,"Anderson, Alan",2005,Y,1,101187,alan_anderson,1,WAS,Washington,wizards,1610612764,Wizards,2016
Antonio Anderson,"Anderson, Antonio",2009,Y,1,202079,antonio_anderson,0,,,,0,,2009
Cliff Anderson,"Anderson, Cliff",1967,Y,0,76035,HISTADD_cliff_anderson,0,,,,0,,1970
Daniel Anderson,"Anderson, Daniel",1974,Y,0,76036,HISTADD_daniel_anderson,0,,,,0,,1975
Derek Anderson,"Anderson, Derek",1997,Y,0,1507,derek_anderson,0,,,,0,,2007
Dwight Anderson,"Anderson, Dwight",1982,Y,0,76037,HISTADD_dwight_anderson,0,,,,0,,1982
Eric Anderson,"Anderson, Eric",1992,Y,0,944,eric_anderson,0,,,,0,,1993
Greg Anderson,"Anderson, Greg",1987,Y,0,246,greg_anderson,0,,,,0,,1997
James Anderson,"Anderson, James",2010,Y,1,202341,james_anderson,1,SAC,Sacramento,kings,1610612758,Kings,2015
Jerome Anderson,"Anderson, Jerome",1975,Y,0,76040,HISTADD_jerome_anderson,0,,,,0,,1976
Justin Anderson,"Anderson, Justin",2015,Y,11,1626147,justin_anderson,1,DAL,Dallas,mavericks,1610612742,Mavericks,2018
Kenny Anderson,"Anderson, Kenny",1991,Y,0,72,kenny_anderson,0,,,,0,,2004
Kim Anderson,"Anderson, Kim",1978,Y,0,76041,HISTADD_kim_anderson,0,,,,0,,1978
Kyle Anderson,"Anderson, Kyle",2014,Y,1,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2018
Michael Anderson,"Anderson, Michael",1988,Y,0,76042,HISTADD_michael_anderson,0,,,,0,,1988
Mitchell Anderson,"Anderson, Mitchell",1982,Y,0,76043,HISTADD_jj_anderson,0,,,,0,,1984
Nick Anderson,"Anderson, Nick",1989,Y,0,98,nick_anderson,0,,,,0,,2002
Richard Anderson,"Anderson, Richard",1982,Y,0,76045,HISTADD_richard_anderson,0,,,,0,,1989
Ron Anderson,"Anderson, Ron",1984,Y,0,76046,HISTADD_ron_anderson,0,,,,0,,1993
Ryan Anderson,"Anderson, Ryan",2008,Y,0,201583,ryan_anderson,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2018
Shandon Anderson,"Anderson, Shandon",1996,Y,0,1000,shandon_anderson,0,,,,0,,2005
Willie Anderson,"Anderson, Willie",1988,Y,0,335,willie_anderson,0,,,,0,,1996
Wally Anderzunas,"Anderzunas, Wally",1969,Y,0,76048,HISTADD_wally_anderzunas,0,,,,0,,1969
Martynas Andriuskevicius,"Andriuskevicius, Martynas",2005,Y,1,101149,martynas_andriuskevicius,0,,,,0,,2006
Don Anielak,"Anielak, Don",1954,Y,0,76049,HISTADD_don_anielak,0,,,,0,,1954
Ike Anigbogu,"Anigbogu, Ike",2017,Y,1,1628387,ike_anigbogu,0,,,,0,,2018
Michael Ansley,"Ansley, Michael",1989,Y,0,76050,HISTADD_michael_ansley,0,,,,0,,1991
Chris Anstey,"Anstey, Chris",1997,Y,0,1512,chris_anstey,0,,,,0,,1999
Giannis Antetokounmpo,"Antetokounmpo, Giannis",2013,Y,0,203507,giannis_antetokounmpo,1,MIL,Milwaukee,bucks,1610612749,Bucks,2018
Kostas Antetokounmpo,"Antetokounmpo, Kostas",2018,Y,1,1628961,kostas_antetokounmpo,0,,,,0,,2018
Thanasis Antetokounmpo,"Antetokounmpo, Thanasis",2015,Y,11,203648,thanasis_antetokounmpo,0,,,,0,,2015
Carmelo Anthony,"Anthony, Carmelo",2003,Y,0,2546,carmelo_anthony,1,NYK,New York,knicks,1610612752,Knicks,2018
Greg Anthony,"Anthony, Greg",1991,Y,0,21,greg_anthony,0,,,,0,,2001
Joel Anthony,"Anthony, Joel",2007,Y,1,201202,joel_anthony,1,DET,Detroit,pistons,1610612765,Pistons,2016
Pero Antic,"Antic, Pero",2013,Y,0,203544,pero_antic,0,,,,0,,2014
OG Anunoby,"Anunoby, OG",2017,Y,0,1628384,og_anunoby,0,,,,0,,2018
Keith Appling,"Appling, Keith",2015,Y,11,203951,keith_appling,0,,,,0,,2015
Rafael Araujo,"Araujo, Rafael",2004,Y,0,2737,rafael_araujo,0,,,,0,,2006
Stacey Arceneaux,"Arceneaux, Stacey",1961,Y,0,76053,HISTADD_stacey_arceneaux,0,,,,0,,1961
Nate Archibald,"Archibald, Nate",1970,Y,0,76054,HISTADD_nate_archibald,0,,,,0,,1983
Robert Archibald,"Archibald, Robert",2002,Y,0,2425,robert_archibald,0,,,,0,,2003
Ryan Arcidiacono,"Arcidiacono, Ryan",2017,Y,1,1627853,ryan_arcidiacono,0,,,,0,,2018
Jim Ard,"Ard, Jim",1974,Y,0,76055,HISTADD_jim_ard,0,,,,0,,1977
Gilbert Arenas,"Arenas, Gilbert",2001,Y,0,2240,gilbert_arenas,0,,,,0,,2011
Trevor Ariza,"Ariza, Trevor",2004,Y,0,2772,trevor_ariza,1,HOU,Houston,rockets,1610612745,Rockets,2018
Paul Arizin,"Arizin, Paul",1950,Y,0,76056,HISTADD_paul_arizin,0,,,,0,,1961
Joe Arlauckas,"Arlauckas, Joe",1987,Y,0,76057,HISTADD_joe_arlauckas,0,,,,0,,1987
B.J. Armstrong,"Armstrong, B.J.",1989,Y,0,769,b.j._armstrong,0,,,,0,,1999
Bob Armstrong,"Armstrong, Bob",1956,Y,0,76061,HISTADD_bob_armstrong,0,,,,0,,1956
Brandon Armstrong,"Armstrong, Brandon",2001,Y,1,2220,brandon_armstrong,0,,,,0,,2003
Darrell Armstrong,"Armstrong, Darrell",1994,Y,0,353,darrell_armstrong,0,,,,0,,2007
Hilton Armstrong,"Armstrong, Hilton",2006,Y,1,200756,hilton_armstrong,0,,,,0,,2013
Paul Armstrong,"Armstrong, Paul",1948,Y,0,76060,HISTADD_curly_armstrong,0,,,,0,,1950
Tate Armstrong,"Armstrong, Tate",1977,Y,0,76059,HISTADD_tate_armstrong,0,,,,0,,1978
Jesse Arnelle,"Arnelle, Jesse",1955,Y,0,76062,HISTADD_jesse_arnelle,0,,,,0,,1955
Jay Arnette,"Arnette, Jay",1963,Y,0,76063,HISTADD_jay_arnette,0,,,,0,,1965
Bob Arnzen,"Arnzen, Bob",1970,Y,0,76064,HISTADD_bob_arnzen,0,,,,0,,1970
Carlos Arroyo,"Arroyo, Carlos",2001,Y,0,2306,carlos_arroyo,0,,,,0,,2010
Darrell Arthur,"Arthur, Darrell",2008,Y,0,201589,darrell_arthur,1,DEN,Denver,nuggets,1610612743,Nuggets,2017
John Arthurs,"Arthurs, John",1969,Y,0,76065,HISTADD_john_arthurs,0,,,,0,,1969
Jamel Artis,"Artis, Jamel",2017,Y,1,1628503,jamel_artis,0,,,,0,,2017
Omer Asik,"Asik, Omer",2010,Y,0,201600,omer_asik,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2017
Vincent Askew,"Askew, Vincent",1987,Y,0,355,vincent_askew,0,,,,0,,1997
Keith Askins,"Askins, Keith",1990,Y,0,173,keith_askins,0,,,,0,,1998
Don Asmonga,"Asmonga, Don",1953,Y,0,76068,HISTADD_don_asmonga,0,,,,0,,1953
Richard Atha,"Atha, Richard",1955,Y,0,76069,HISTADD_dick_atha,0,,,,0,,1957
Chucky Atkins,"Atkins, Chucky",1999,Y,0,1088,chucky_atkins,0,,,,0,,2009
Alvin Attles,"Attles, Alvin",1960,Y,0,76070,HISTADD_alvin_attles,0,,,,0,,1970
Chet Aubuchon,"Aubuchon, Chet",1946,Y,0,76071,HISTADD_chet_aubuchon,0,,,,0,,1946
Stacey Augmon,"Augmon, Stacey",1991,Y,0,278,stacey_augmon,0,,,,0,,2005
D.J. Augustin,"Augustin, D.J.",2008,Y,0,201571,d.j._augustin,1,DEN,Denver,nuggets,1610612743,Nuggets,2018
James Augustine,"Augustine, James",2006,Y,1,200788,james_augustine,0,,,,0,,2007
Ike Austin,"Austin, Ike",1991,Y,0,1134,ike_austin,0,,,,0,,2001
John Austin,"Austin, John",1966,Y,0,76073,HISTADD_johnny_austin,0,,,,0,,1966
Ken Austin,"Austin, Ken",1983,Y,0,76074,HISTADD_ken_austin,0,,,,0,,1983
Anthony Avent,"Avent, Anthony",1992,Y,0,138,anthony_avent,0,,,,0,,1999
William Averitt,"Averitt, William",1976,Y,0,76076,HISTADD_bird_averitt,0,,,,0,,1977
William Avery,"Avery, William",1999,Y,0,1895,william_avery,0,,,,0,,2002
Dennis Awtrey,"Awtrey, Dennis",1970,Y,0,76078,HISTADD_dennis_awtrey,0,,,,0,,1981
Gustavo Ayon,"Ayon, Gustavo",2011,Y,0,202970,gustavo_ayon,0,,,,0,,2013
Jeff Ayres,"Ayres, Jeff",2009,Y,11,201965,jeff_ayres,1,LAC,LA,clippers,1610612746,Clippers,2015
Deandre Ayton,"Ayton, Deandre",2018,Y,0,1629028,deandre_ayton,0,,,,0,,2018
Kelenna Azubuike,"Azubuike, Kelenna",2006,Y,0,101235,kelenna_azubuike,0,,,,0,,2011
Chris Babb,"Babb, Chris",2013,Y,1,203569,chris_babb,0,,,,0,,2014
Luke Babbitt,"Babbitt, Luke",2010,Y,1,202337,luke_babbitt,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2017
Milos Babic,"Babic, Milos",1990,Y,0,76079,HISTADD_milos_babic,0,,,,0,,1991
Johnny Bach,"Bach, Johnny",1948,Y,0,76080,HISTADD_johnny_bach,0,,,,0,,1948
Dwayne Bacon,"Bacon, Dwayne",2017,Y,1,1628407,dwayne_bacon,0,,,,0,,2018
Jim Baechtold,"Baechtold, Jim",1952,Y,0,76081,HISTADD_jim_baechtold,0,,,,0,,1956
Dalibor Bagaric,"Bagaric, Dalibor",2000,Y,0,2053,dalibor_bagaric,0,,,,0,,2002
John Bagley,"Bagley, John",1982,Y,0,76082,HISTADD_john_bagley,0,,,,0,,1993
Marvin Bagley III,"Bagley III, Marvin",2018,Y,0,1628963,marvin_bagley_iii,0,,,,0,,2018
Carl Bailey,"Bailey, Carl",1981,Y,0,76084,HISTADD_carl_bailey,0,,,,0,,1981
Gus Bailey,"Bailey, Gus",1974,Y,0,76083,HISTADD_gus_bailey,0,,,,0,,1979
James Bailey,"Bailey, James",1979,Y,0,76085,HISTADD_james_bailey,0,,,,0,,1987
Thurl Bailey,"Bailey, Thurl",1983,Y,0,1847,thurl_bailey,0,,,,0,,1998
Toby Bailey,"Bailey, Toby",1998,Y,0,1753,toby_bailey,0,,,,0,,2002
Cameron Bairstow,"Bairstow, Cameron",2014,Y,11,203946,cameron_bairstow,1,CHI,Chicago,bulls,1610612741,Bulls,2015
Cameron Bairstow,"Bairstow, Cameron",2014,Y,11,203946,cameron_bairstow,1,DET,Detroit,pistons,1610612765,Pistons,2015
Mark Baker,"Baker, Mark",1998,Y,0,1858,mark_baker,0,,,,0,,1998
Maurice Baker,"Baker, Maurice",2002,Y,1,2486,maurice_baker,0,,,,0,,2004
Norm Baker,"Baker, Norm",1946,Y,0,76089,HISTADD_norm_baker,0,,,,0,,1946
Ron Baker,"Baker, Ron",2016,Y,1,1627758,ron_baker,0,,,,0,,2018
Vin Baker,"Baker, Vin",1993,Y,0,452,vin_baker,0,,,,0,,2005
Wade Baldwin IV,"Baldwin IV, Wade",2016,Y,1,1627735,wade_baldwin iv,0,,,,0,,2018
Renaldo Balkman,"Balkman, Renaldo",2006,Y,1,200764,renaldo_balkman,0,,,,0,,2011
Cedric Ball,"Ball, Cedric",1990,Y,0,76090,HISTADD_cedric_ball,0,,,,0,,1990
Lonzo Ball,"Ball, Lonzo",2017,Y,0,1628366,lonzo_ball,0,,,,0,,2018
Greg Ballard,"Ballard, Greg",1977,Y,0,76091,HISTADD_greg_ballard,0,,,,0,,1988
Herschel Baltimore,"Baltimore, Herschel",1946,Y,0,76092,HISTADD_herk_baltimore,0,,,,0,,1946
Mo Bamba,"Bamba, Mo",2018,Y,0,1628964,mohamed_bamba,0,,,,0,,2018
Gene Banks,"Banks, Gene",1981,Y,0,76093,HISTADD_gene_banks,0,,,,0,,1986
Marcus Banks,"Banks, Marcus",2003,Y,1,2556,marcus_banks,0,,,,0,,2010
Ken Bannister,"Bannister, Ken",1984,Y,0,76094,HISTADD_ken_bannister,0,,,,0,,1990
Mike Bantom,"Bantom, Mike",1973,Y,0,76095,HISTADD_mike_bantom,0,,,,0,,1981
John Barber,"Barber, John",1956,Y,0,76096,HISTADD_john_barber,0,,,,0,,1956
Leandro Barbosa,"Barbosa, Leandro",2003,Y,0,2571,leandro_barbosa,1,GSW,Golden State,warriors,1610612744,Warriors,2016
Stephen Bardo,"Bardo, Stephen",1991,Y,0,76097,HISTADD_stephen_bardo,0,,,,0,,1995
J.J. Barea,"Barea, J.J.",2006,Y,1,200826,j.j._barea,1,DAL,Dallas,mavericks,1610612742,Mavericks,2018
Andrea Bargnani,"Bargnani, Andrea",2006,Y,0,200745,andrea_bargnani,0,,,,0,,2015
Cliff Barker,"Barker, Cliff",1949,Y,0,76098,HISTADD_cliff_barker,0,,,,0,,1951
Tom Barker,"Barker, Tom",1976,Y,0,76099,HISTADD_tom_barker,0,,,,0,,1978
Charles Barkley,"Barkley, Charles",1984,Y,0,787,charles_barkley,0,,,,0,,1999
Erick Barkley,"Barkley, Erick",2000,Y,0,2057,erick_barkley,0,,,,0,,2002
Don Barksdale,"Barksdale, Don",1951,Y,0,76102,HISTADD_don_barksdale,0,,,,0,,1954
Harrison Barnes,"Barnes, Harrison",2012,Y,0,203084,harrison_barnes,1,GSW,Golden State,warriors,1610612744,Warriors,2018
Harry Barnes,"Barnes, Harry",1968,Y,0,76103,HISTADD_harry_barnes,0,,,,0,,1968
Jim Barnes,"Barnes, Jim",1964,Y,0,76105,HISTADD_jim_barnes,0,,,,0,,1970
Marvin Barnes,"Barnes, Marvin",1976,Y,0,76104,HISTADD_marvin_barnes,0,,,,0,,1979
Matt Barnes,"Barnes, Matt",2002,Y,0,2440,matt_barnes,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2016
Dick Barnett,"Barnett, Dick",1959,Y,0,76107,HISTADD_dick_barnett,0,,,,0,,1973
Jim Barnett,"Barnett, Jim",1966,Y,0,76106,HISTADD_jim_barnett,0,,,,0,,1976
John Barnhill,"Barnhill, John",1962,Y,0,76108,HISTADD_rabbit_barnhill,0,,,,0,,1968
Norton Barnhill,"Barnhill, Norton",1976,Y,0,76109,HISTADD_norton_barnhill,0,,,,0,,1976
Leo Barnhorst,"Barnhorst, Leo",1949,Y,0,76110,HISTADD_barney_barnhorst,0,,,,0,,1953
John Barr,"Barr, John",1946,Y,0,76111,HISTADD_john_barr,0,,,,0,,1946
Mike Barr,"Barr, Mike",1976,Y,0,76112,HISTADD_mike_barr,0,,,,0,,1976
Thomas Barr,"Barr, Thomas",1970,Y,0,76113,HISTADD_moe_barr,0,,,,0,,1970
Andre Barrett,"Barrett, Andre",2004,Y,1,2857,andre_barrett,0,,,,0,,2007
Ernie Barrett,"Barrett, Ernie",1953,Y,0,76114,europelive,0,,,,0,,1955
Earl Barron,"Barron, Earl",2005,Y,1,2853,earl_barron,0,,,,0,,2014
Dana Barros,"Barros, Dana",1989,Y,0,344,dana_barros,0,,,,0,,2003
Brent Barry,"Barry, Brent",1995,Y,0,699,brent_barry,0,,,,0,,2008
Drew Barry,"Barry, Drew",1997,Y,0,1003,drew_barry,0,,,,0,,1999
Jon Barry,"Barry, Jon",1992,Y,0,468,jon_barry,0,,,,0,,2005
Rick Barry,"Barry, Rick",1965,Y,0,600013,HISTADD_rick_barry,0,,,,0,,1979
Ed Bartels,"Bartels, Ed",1949,Y,0,76117,HISTADD_ed_bartels,0,,,,0,,1950
Vic Bartolome,"Bartolome, Vic",1971,Y,0,76118,HISTADD_vic_bartolome,0,,,,0,,1971
Will Barton,"Barton, Will",2012,Y,1,203115,will_barton,1,DEN,Denver,nuggets,1610612743,Nuggets,2018
Eddie Basden,"Basden, Eddie",2005,Y,1,101188,eddie_basden,0,,,,0,,2005
Jerry Baskerville,"Baskerville, Jerry",1975,Y,0,76119,HISTADD_jerry_baskerville,0,,,,0,,1975
Brandon Bass,"Bass, Brandon",2005,Y,1,101138,brandon_bass,1,LAL,Los Angeles,lakers,1610612747,Lakers,2016
Tim Bassett,"Bassett, Tim",1976,Y,0,76120,HISTADD_tim_bassett,0,,,,0,,1979
Maceo Baston,"Baston, Maceo",2002,Y,0,1766,maceo_baston,0,,,,0,,2008
Mengke Bateer,"Bateer, Mengke",2001,Y,0,2370,mengke_bateer,0,,,,0,,2003
Billyray Bates,"Bates, Billyray",1979,Y,0,76121,HISTADD_billy_ray_bates,0,,,,0,,1982
Keita Bates-Diop,"Bates-Diop, Keita",2018,Y,1,1628966,keita_bates-diop,0,,,,0,,2018
Esteban Batista,"Batista, Esteban",2005,Y,0,101212,esteban_batista,0,,,,0,,2006
Mike Batiste,"Batiste, Mike",2002,Y,0,2471,mike_batiste,0,,,,0,,2002
Tony Battie,"Battie, Tony",1997,Y,0,1499,tony_battie,0,,,,0,,2011
Shane Battier,"Battier, Shane",2001,Y,0,2203,shane_battier,0,,,,0,,2013
John Battle,"Battle, John",1985,Y,0,174,john_battle,0,,,,0,,1994
Kenny Battle,"Battle, Kenny",1989,Y,0,76123,HISTADD_kenny_battle,0,,,,0,,1992
Dave Batton,"Batton, Dave",1982,Y,0,76124,HISTADD_dave_batton,0,,,,0,,1983
Nicolas Batum,"Batum, Nicolas",2008,Y,0,201587,nicolas_batum,1,CHA,Charlotte,hornets,1610612766,Hornets,2018
Johnny Baum,"Baum, Johnny",1969,Y,0,76125,HISTADD_johnny_baum,0,,,,0,,1970
Frankie Baumholtz,"Baumholtz, Frankie",1946,Y,0,76126,HISTADD_frankie_baumholtz,0,,,,0,,1946
Lonny Baxter,"Baxter, Lonny",2002,Y,0,2437,lonny_baxter,0,,,,0,,2005
Jerryd Bayless,"Bayless, Jerryd",2008,Y,0,201573,jerryd_bayless,1,MIL,Milwaukee,bucks,1610612749,Bucks,2018
Elgin Baylor,"Baylor, Elgin",1958,Y,0,76127,HISTADD_elgin_baylor,0,,,,0,,1971
Aron Baynes,"Baynes, Aron",2012,Y,1,203382,aron_baynes,1,DET,Detroit,pistons,1610612765,Pistons,2018
Sergei Bazarevich,"Bazarevich, Sergei",1994,Y,0,76128,HISTADD_sergei_bazarevich,0,,,,0,,1994
Kent Bazemore,"Bazemore, Kent",2012,Y,1,203145,kent_bazemore,1,ATL,Atlanta,hawks,1610612737,Hawks,2018
Ed Beach,"Beach, Ed",1950,Y,0,76129,HISTADD_ed_beach,0,,,,0,,1950
Bradley Beal,"Beal, Bradley",2012,Y,0,203078,bradley_beal,1,WAS,Washington,wizards,1610612764,Wizards,2018
Butch Beard,"Beard, Butch",1969,Y,0,76130,HISTADD_butch_beard,0,,,,0,,1978
Ralph Beard,"Beard, Ralph",1949,Y,0,76131,HISTADD_ralph_beard,0,,,,0,,1950
Jerome Beasley,"Beasley, Jerome",2003,Y,1,2602,jerome_beasley,0,,,,0,,2003
Malik Beasley,"Beasley, Malik",2016,Y,1,1627736,malik_beasley,0,,,,0,,2018
Michael Beasley,"Beasley, Michael",2008,Y,0,201563,michael_beasley,1,HOU,Houston,rockets,1610612745,Rockets,2018
