DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
Bob Sura,"Sura, Bob",1995,Y,0,682,bob_sura,0,,,,0,,2006
Dick Surhoff,"Surhoff, Dick",1952,Y,0,78280,HISTADD_dick_surhoff,0,,,,0,,1953
Dane Suttle,"Suttle, Dane",1983,Y,0,78281,HISTADD_dane_suttle,0,,,,0,,1984
Greg Sutton,"Sutton, Greg",1991,Y,0,357,greg_sutton,0,,,,0,,1995
Bennie Swain,"Swain, Bennie",1958,Y,0,78283,HISTADD_bennie_swain,0,,,,0,,1958
Caleb Swanigan,"Swanigan, Caleb",2017,Y,1,1628403,caleb_swanigan,0,,,,0,,2018
Norm Swanson,"Swanson, Norm",1953,Y,0,78284,HISTADD_norm_swanson,0,,,,0,,1953
Dan Swartz,"Swartz, Dan",1962,Y,0,78285,HISTADD_dogpatch_swartz,0,,,,0,,1962
Michael Sweetney,"Sweetney, Michael",2003,Y,1,2552,michael_sweetney,0,,,,0,,2006
Robert Swift,"Swift, Robert",2004,Y,1,2741,robert_swift,0,,,,0,,2008
Stromile Swift,"Swift, Stromile",2000,Y,0,2031,stromile_swift,0,,,,0,,2008
Aaron Swinson,"Swinson, Aaron",1994,Y,0,78286,HISTADD_aaron_swinson,0,,,,0,,1994
Pape Sy,"Sy, Pape",2010,Y,1,202377,pape_sy,0,,,,0,,2010
Wallace Sydnor,"Sydnor, Wallace",1946,Y,0,78287,HISTADD_buck_sydnor,0,,,,0,,1946
Larry Sykes,"Sykes, Larry",1995,Y,0,1132,larry_sykes,0,,,,0,,1995
Brett Szabo,"Szabo, Brett",1996,Y,0,1136,brett_szabo,0,,,,0,,1996
Wally Szczerbiak,"Szczerbiak, Wally",1999,Y,0,1887,wally_szczerbiak,0,,,,0,,2008
Zan Tabak,"Tabak, Zan",1994,Y,0,440,zan_tabak,0,,,,0,,2000
Yuta Tabuse,"Tabuse, Yuta",2004,Y,1,2657,yuta_tabuse,0,,,,0,,2004
Chris Taft,"Taft, Chris",2005,Y,1,101147,chris_taft,0,,,,0,,2005
Sid Tannenbaum,"Tannenbaum, Sid",1947,Y,0,78291,HISTADD_sid_tannenbaum,0,,,,0,,1948
Dragan Tarlac,"Tarlac, Dragan",2000,Y,0,1434,dragan_tarlac,0,,,,0,,2000
Roy Tarpley,"Tarpley, Roy",1986,Y,0,78293,HISTADD_roy_tarpley,0,,,,0,,1994
Earl Tatum,"Tatum, Earl",1976,Y,0,78294,HISTADD_earl_tatum,0,,,,0,,1979
Jayson Tatum,"Tatum, Jayson",2017,Y,0,1628369,jayson_tatum,0,,,,0,,2018
Edy Tavares,"Tavares, Edy",2015,Y,11,204002,edy_tavares,1,ATL,Atlanta,hawks,1610612737,Hawks,2016
Anthony Taylor,"Taylor, Anthony",1988,Y,0,78295,HISTADD_anthony_taylor,0,,,,0,,1988
Brian Taylor,"Taylor, Brian",1976,Y,0,78296,HISTADD_brian_taylor,0,,,,0,,1981
Donell Taylor,"Taylor, Donell",2005,Y,1,101182,donell_taylor,0,,,,0,,2006
Fred Taylor,"Taylor, Fred",1970,Y,0,78298,HISTADD_fred_taylor,0,,,,0,,1971
Isaiah Taylor,"Taylor, Isaiah",2016,Y,1,1627819,isaiah_taylor,0,,,,0,,2017
Jay Taylor,"Taylor, Jay",1989,Y,0,78297,HISTADD_jay_taylor,0,,,,0,,1989
Jeff Taylor,"Taylor, Jeff",1982,Y,0,78299,HISTADD_jeff_taylor,0,,,,0,,1986
Jeffery Taylor,"Taylor, Jeffery",2012,Y,1,203106,jeffery_taylor,0,,,,0,,2014
Jermaine Taylor,"Taylor, Jermaine",2009,Y,1,201966,jermaine_taylor,0,,,,0,,2010
Johnny Taylor,"Taylor, Johnny",1997,Y,0,1511,johnny_taylor,0,,,,0,,1999
Leonard Taylor,"Taylor, Leonard",1989,Y,0,78301,HISTADD_leonard_taylor,0,,,,0,,1989
Maurice Taylor,"Taylor, Maurice",1997,Y,0,1508,maurice_taylor,0,,,,0,,2006
Mike Taylor,"Taylor, Mike",2008,Y,1,201446,mike_taylor,0,,,,0,,2008
Roland Taylor,"Taylor, Roland",1976,Y,0,78302,HISTADD_fatty_taylor,0,,,,0,,1976
Tyshawn Taylor,"Taylor, Tyshawn",2012,Y,1,203116,tyshawn_taylor,0,,,,0,,2013
Vince Taylor,"Taylor, Vince",1982,Y,0,78303,HISTADD_vince_taylor,0,,,,0,,1982
Terry Teagle,"Teagle, Terry",1982,Y,0,78304,HISTADD_terry_teagle,0,,,,0,,1992
Jeff Teague,"Teague, Jeff",2009,Y,0,201952,jeff_teague,1,ATL,Atlanta,hawks,1610612737,Hawks,2018
Marquis Teague,"Teague, Marquis",2012,Y,11,203104,marquis_teague,0,,,,0,,2017
Mirza Teletovic,"Teletovic, Mirza",2012,Y,0,203141,mirza_teletovic,1,PHX,Phoenix,suns,1610612756,Suns,2017
Sebastian Telfair,"Telfair, Sebastian",2004,Y,0,2742,sebastian_telfair,0,,,,0,,2014
Garrett Temple,"Temple, Garrett",2009,Y,1,202066,garrett_temple,1,WAS,Washington,wizards,1610612764,Wizards,2018
Milos Teodosic,"Teodosic, Milos",2017,Y,0,1628462,milos_teodosic,0,,,,0,,2018
Ira Terrell,"Terrell, Ira",1976,Y,0,78305,HISTADD_ira_terrell,0,,,,0,,1978
Jared Terrell,"Terrell, Jared",2018,Y,1,1629123,jared_terrell,0,,,,0,,2018
Carlos Terry,"Terry, Carlos",1980,Y,0,78307,HISTADD_carlos_terry,0,,,,0,,1982
Chuck Terry,"Terry, Chuck",1972,Y,0,78306,HISTADD_chuck_terry,0,,,,0,,1976
Claude Terry,"Terry, Claude",1976,Y,0,78308,HISTADD_claude_terry,0,,,,0,,1977
Emanuel Terry,"Terry, Emanuel",2018,Y,1,1629150,emanuel_terry,0,,,,0,,2018
Jason Terry,"Terry, Jason",1999,Y,0,1891,jason_terry,1,HOU,Houston,rockets,1610612745,Rockets,2017
Hasheem Thabeet,"Thabeet, Hasheem",2009,Y,1,201934,hasheem_thabeet,0,,,,0,,2013
Tom Thacker,"Thacker, Tom",1963,Y,0,78309,HISTADD_tack_thacker,0,,,,0,,1967
Daniel Theis,"Theis, Daniel",2017,Y,0,1628464,daniel_theis,0,,,,0,,2018
Reggie Theus,"Theus, Reggie",1978,Y,0,78310,HISTADD_reggie_theus,0,,,,0,,1990
Peter Thibeaux,"Thibeaux, Peter",1984,Y,0,78311,HISTADD_peter_thibeaux,0,,,,0,,1985
Bill Thieben,"Thieben, Bill",1956,Y,0,78312,HISTADD_bill_thieben,0,,,,0,,1957
Justus Thigpen,"Thigpen, Justus",1972,Y,0,78313,HISTADD_justus_thigpen,0,,,,0,,1973
David Thirdkill,"Thirdkill, David",1982,Y,0,78314,HISTADD_david_thirdkill,0,,,,0,,1986
Adonis Thomas,"Thomas, Adonis",2013,Y,11,203519,adonis_thomas,0,,,,0,,2013
Billy Thomas,"Thomas, Billy",2004,Y,1,2873,billy_thomas,0,,,,0,,2007
Carl Thomas,"Thomas, Carl",1991,Y,0,1063,carl_thomas,0,,,,0,,1997
Charles Thomas,"Thomas, Charles",1991,Y,0,78316,HISTADD_charles_thomas,0,,,,0,,1991
Etan Thomas,"Thomas, Etan",2001,Y,0,2041,etan_thomas,0,,,,0,,2010
Irving Thomas,"Thomas, Irving",1990,Y,0,78317,HISTADD_irving_thomas,0,,,,0,,1990
Isaiah Thomas,"Thomas, Isaiah",2011,Y,0,202738,isaiah_thomas,1,BOS,Boston,celtics,1610612738,Celtics,2018
Isiah Thomas,"Thomas, Isiah",1981,Y,0,78318,HISTADD_isiah_thomas,0,,,,0,,1993
Jamel Thomas,"Thomas, Jamel",1999,Y,0,1975,jamel_thomas,0,,,,0,,2000
James Thomas,"Thomas, James",2004,Y,0,2839,james_thomas,0,,,,0,,2005
Jim Thomas,"Thomas, Jim",1983,Y,0,78320,HISTADD_jim_thomas,0,,,,0,,1990
Joe Thomas,"Thomas, Joe",1970,Y,0,78321,HISTADD_joe_thomas,0,,,,0,,1970
John Thomas,"Thomas, John",1997,Y,1,1519,john_thomas,0,,,,0,,2005
Kenny Thomas,"Thomas, Kenny",1999,Y,0,1903,kenny_thomas,0,,,,0,,2009
Khyri Thomas,"Thomas, Khyri",2018,Y,1,1629017,khyri_thomas,0,,,,0,,2018
Kurt Thomas,"Thomas, Kurt",1995,Y,0,703,kurt_thomas,0,,,,0,,2012
Lance Thomas,"Thomas, Lance",2011,Y,1,202498,lance_thomas,1,NYK,New York,knicks,1610612752,Knicks,2018
Malcolm Thomas,"Thomas, Malcolm",2011,Y,11,202952,malcolm_thomas,0,,,,0,,2014
Terry Thomas,"Thomas, Terry",1975,Y,0,78322,HISTADD_terry_thomas,0,,,,0,,1975
Tim Thomas,"Thomas, Tim",1997,Y,0,1501,tim_thomas,0,,,,0,,2009
Tyrus Thomas,"Thomas, Tyrus",2006,Y,1,200748,tyrus_thomas,0,,,,0,,2014
Trey Thompkins,"Thompkins, Trey",2011,Y,0,202717,trey_thompkins,0,,,,0,,2011
Bernard Thompson,"Thompson, Bernard",1984,Y,0,78323,HISTADD_bernard_thompson,0,,,,0,,1988
Billy Thompson,"Thompson, Billy",1986,Y,0,1631,billy_thompson,0,,,,0,,1991
Brooks Thompson,"Thompson, Brooks",1994,Y,0,240,brooks_thompson,0,,,,0,,1997
Corny Thompson,"Thompson, Corny",1982,Y,0,78325,HISTADD_corny_thompson,0,,,,0,,1982
David Thompson,"Thompson, David",1976,Y,0,78326,HISTADD_david_thompson,0,,,,0,,1983
Dijon Thompson,"Thompson, Dijon",2005,Y,1,101159,dijon_thompson,0,,,,0,,2006
George Thompson,"Thompson, George",1974,Y,0,78327,HISTADD_george_thompson,0,,,,0,,1974
Hollis Thompson,"Thompson, Hollis",2013,Y,1,203138,hollis_thompson,1,PHI,Philadelphia,sixers,1610612755,76ers,2016
Jason Thompson,"Thompson, Jason",2008,Y,0,201574,jason_thompson,1,TOR,Toronto,raptors,1610612761,Raptors,2015
John Thompson,"Thompson, John",1964,Y,0,78328,HISTADD_john_thompson,0,,,,0,,1965
Kevin Thompson,"Thompson, Kevin",1993,Y,0,78329,HISTADD_kevin_thompson,0,,,,0,,1993
Klay Thompson,"Thompson, Klay",2011,Y,0,202691,klay_thompson,1,GSW,Golden State,warriors,1610612744,Warriors,2018
LaSalle Thompson,"Thompson, LaSalle",1982,Y,0,78,lasalle_thompson,0,,,,0,,1996
Mychal Thompson,"Thompson, Mychal",1978,Y,0,78331,HISTADD_mychal_thompson,0,,,,0,,1990
Mychel Thompson,"Thompson, Mychel",2011,Y,11,202814,mychel_thompson,0,,,,0,,2011
Paul Thompson,"Thompson, Paul",1983,Y,0,78332,HISTADD_paul_thompson,0,,,,0,,1985
Stephen Thompson,"Thompson, Stephen",1991,Y,0,78333,HISTADD_stephen_thompson,0,,,,0,,1991
Tristan Thompson,"Thompson, Tristan",2011,Y,0,202684,tristan_thompson,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2018
Rod Thorn,"Thorn, Rod",1963,Y,0,78335,HISTADD_rod_thorn,0,,,,0,,1970
Al Thornton,"Thornton, Al",2007,Y,0,201154,al_thornton,0,,,,0,,2010
Bob Thornton,"Thornton, Bob",1985,Y,0,738,bob_thornton,0,,,,0,,1995
Marcus Thornton,"Thornton, Marcus",2009,Y,1,201977,marcus_thornton,1,WAS,Washington,wizards,1610612764,Wizards,2016
Sindarius Thornwell,"Thornwell, Sindarius",2017,Y,1,1628414,sindarius_thornwell,0,,,,0,,2018
Otis Thorpe,"Thorpe, Otis",1984,Y,0,901,otis_thorpe,0,,,,0,,2000
Sedale Threatt,"Threatt, Sedale",1983,Y,0,9,sedale_threatt,0,,,,0,,1996
Nate Thurmond,"Thurmond, Nate",1963,Y,0,600001,HISTADD_nate_thurmond,0,,,,0,,1976
Mel Thurston,"Thurston, Mel",1947,Y,0,78340,HISTADD_mel_thurston,0,,,,0,,1947
Howard Tidrick,"Tidrick, Howard",1948,Y,0,78341,HISTADD_hal_tidrick,0,,,,0,,1948
Dan Tieman,"Tieman, Dan",1962,Y,0,78342,HISTADD_dan_tieman,0,,,,0,,1962
Darren Tillis,"Tillis, Darren",1982,Y,0,78343,HISTADD_darren_tillis,0,,,,0,,1983
Jack Tingle,"Tingle, Jack",1947,Y,0,78344,HISTADD_jack_tingle,0,,,,0,,1948
Jamaal Tinsley,"Tinsley, Jamaal",2001,Y,1,2224,jamaal_tinsley,0,,,,0,,2013
Wayman Tisdale,"Tisdale, Wayman",1985,Y,0,47,wayman_tisdale,0,,,,0,,1996
Mike Tobey,"Tobey, Mike",2016,Y,1,1627861,mike_tobey,0,,,,0,,2016
Marko Todorovich,"Todorovich, Marko",1949,Y,0,78346,HISTADD_mike_todorovich,0,,,,0,,1950
Ray Tolbert,"Tolbert, Ray",1981,Y,0,78348,HISTADD_ray_tolbert,0,,,,0,,1988
Tom Tolbert,"Tolbert, Tom",1988,Y,0,78347,HISTADD_tom_tolbert,0,,,,0,,1994
Anthony Tolliver,"Tolliver, Anthony",2008,Y,1,201229,anthony_tolliver,1,DET,Detroit,pistons,1610612765,Pistons,2018
Dean Tolson,"Tolson, Dean",1974,Y,0,78349,HISTADD_dean_tolson,0,,,,0,,1977
Rudy Tomjanovich,"Tomjanovich, Rudy",1970,Y,0,78350,HISTADD_dupp_rudy_tomjanovich,0,,,,0,,1980
Andrew Toney,"Toney, Andrew",1980,Y,0,78351,HISTADD_andrew_toney,0,,,,0,,1987
Sedric Toney,"Toney, Sedric",1985,Y,0,78352,HISTADD_sedric_toney,0,,,,0,,1993
Andy Tonkovich,"Tonkovich, Andy",1948,Y,0,78353,HISTADD_andy_tonkovich,0,,,,0,,1948
Andy Toolson,"Toolson, Andy",1990,Y,0,342,andy_toolson,0,,,,0,,1995
Jack Toomay,"Toomay, Jack",1947,Y,0,78355,HISTADD_jack_toomay,0,,,,0,,1949
Bernard Toone,"Toone, Bernard",1979,Y,0,78356,HISTADD_bernard_toone,0,,,,0,,1979
Irv Torgoff,"Torgoff, Irv",1946,Y,0,78357,HISTADD_irv_torgoff,0,,,,0,,1948
Gene Tormohlen,"Tormohlen, Gene",1962,Y,0,78358,HISTADD_bumper_tormohlen,0,,,,0,,1969
Oscar Torres,"Torres, Oscar",2001,Y,0,2351,oscar_torres,0,,,,0,,2002
Bill Tosheff,"Tosheff, Bill",1951,Y,0,78359,HISTADD_bill_tosheff,0,,,,0,,1953
Bob Tough,"Tough, Bob",1948,Y,0,78360,HISTADD_red_tough,0,,,,0,,1949
Axel Toupane,"Toupane, Axel",2015,Y,11,1626253,axel_toupane,1,DEN,Denver,nuggets,1610612743,Nuggets,2016
Monte Towe,"Towe, Monte",1976,Y,0,78361,HISTADD_monte_towe,0,,,,0,,1976
Keith Tower,"Tower, Keith",1993,Y,0,700,keith_tower,0,,,,0,,1996
William Towery,"Towery, William",1948,Y,0,78363,HISTADD_blackie_towery,0,,,,0,,1949
Linton Townes,"Townes, Linton",1982,Y,0,78364,HISTADD_linton_townes,0,,,,0,,1984
Karl-Anthony Towns,"Towns, Karl-Anthony",2015,Y,0,1626157,karl-anthony_towns,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2018
Raymond Townsend,"Townsend, Raymond",1978,Y,0,78365,HISTADD_raymond_townsend,0,,,,0,,1981
George Trapp,"Trapp, George",1971,Y,0,78366,HISTADD_george_trapp,0,,,,0,,1976
John Trapp,"Trapp, John",1968,Y,0,78367,HISTADD_john_trapp,0,,,,0,,1972
Robert Traylor,"Traylor, Robert",1998,Y,0,1714,robert_traylor,0,,,,0,,2004
Gary Trent,"Trent, Gary",1995,Y,0,718,gary_trent,0,,,,0,,2003
Gary Trent Jr.,"Trent Jr., Gary",2018,Y,1,1629018,tmp_gary_trent,0,,,,0,,2018
Jeff Trepagnier,"Trepagnier, Jeff",2001,Y,1,2244,jeff_trepagnier,0,,,,0,,2003
John Tresvant,"Tresvant, John",1964,Y,0,78651,john_tresvant,0,,,,0,,1972
Allonzo Trier,"Trier, Allonzo",2018,Y,0,1629019,allonzo_trier,0,,,,0,,2018
Dick Triptow,"Triptow, Dick",1948,Y,0,78368,HISTADD_tiptoe_triptow,0,,,,0,,1949
Kelly Tripucka,"Tripucka, Kelly",1981,Y,0,78369,HISTADD_kelly_tripucka,0,,,,0,,1990
Cezary Trybanski,"Trybanski, Cezary",2002,Y,1,2456,cezary_trybanski,0,,,,0,,2003
Jake Tsakalidis,"Tsakalidis, Jake",2000,Y,0,2054,jake_tsakalidis,0,,,,0,,2006
John Tschogl,"Tschogl, John",1972,Y,0,78370,HISTADD_john_tschogl,0,,,,0,,1974
Lou Tsioropoulos,"Tsioropoulos, Lou",1956,Y,0,78371,HISTADD_lou_tsioropoulos,0,,,,0,,1958
Nikoloz Tskitishvili,"Tskitishvili, Nikoloz",2002,Y,0,2401,nikoloz_tskitishvili,0,,,,0,,2005
Al Tucker,"Tucker, Al",1967,Y,0,78372,HISTADD_tuck_tucker,0,,,,0,,1970
Alando Tucker,"Tucker, Alando",2007,Y,1,201169,alando_tucker,0,,,,0,,2009
Anthony Tucker,"Tucker, Anthony",1994,Y,0,141,anthony_tucker,0,,,,0,,1994
Jim Tucker,"Tucker, Jim",1954,Y,0,78374,HISTADD_jim_tucker,0,,,,0,,1956
PJ Tucker,"Tucker, PJ",2006,Y,1,200782,pj_tucker,1,PHX,Phoenix,suns,1610612756,Suns,2018
Trent Tucker,"Tucker, Trent",1982,Y,0,78375,HISTADD_trent_tucker,0,,,,0,,1992
Ronny Turiaf,"Turiaf, Ronny",2005,Y,0,101142,ronny_turiaf,0,,,,0,,2014
Mirsad Turkcan,"Turkcan, Mirsad",1999,Y,0,1726,mirsad_turkcan,0,,,,0,,1999
Hedo Turkoglu,"Turkoglu, Hedo",2000,Y,0,2045,hedo_turkoglu,0,,,,0,,2014
Andre Turner,"Turner, Andre",1986,Y,0,78377,HISTADD_andre_turner,0,,,,0,,1991
Bill Turner,"Turner, Bill",1967,Y,0,78385,HISTADD_bill_turner,0,,,,0,,1972
Elston Turner,"Turner, Elston",1981,Y,0,78378,HISTADD_elston_turner,0,,,,0,,1988
Evan Turner,"Turner, Evan",2010,Y,0,202323,evan_turner,1,BOS,Boston,celtics,1610612738,Celtics,2018
Henry Turner,"Turner, Henry",1989,Y,0,78379,HISTADD_henry_turner,0,,,,0,,1994
Jack Turner,"Turner, Jack",1954,Y,0,78380,HISTADD_jack_turner,0,,,,0,,1954
Jack Turner,"Turner, Jack",1961,Y,0,78382,HISTADD_jack_f_turner,0,,,,0,,1961
Jeff Turner,"Turner, Jeff",1984,Y,0,78381,HISTADD_jeff_turner,0,,,,0,,1995
John Turner,"Turner, John",1991,Y,0,1819,john_turner,0,,,,0,,1991
Myles Turner,"Turner, Myles",2015,Y,0,1626167,myles_turner,1,IND,Indiana,pacers,1610612754,Pacers,2018
Wayne Turner,"Turner, Wayne",1999,Y,0,1943,wayne_turner,0,,,,0,,1999
Mel Turpin,"Turpin, Mel",1984,Y,0,78386,HISTADD_mel_turpin,0,,,,0,,1989
Dave Twardzik,"Twardzik, Dave",1976,Y,0,78387,HISTADD_pinball_twardzik,0,,,,0,,1979
Jack Twyman,"Twyman, Jack",1955,Y,0,78388,HISTADD_jack_twyman,0,,,,0,,1965
B.J. Tyler,"Tyler, B.J.",1994,Y,0,189,b.j._tyler,0,,,,0,,1994
Jeremy Tyler,"Tyler, Jeremy",2011,Y,1,202719,jeremy_tyler,0,,,,0,,2013
Terry Tyler,"Tyler, Terry",1978,Y,0,78390,HISTADD_terry_tyler,0,,,,0,,1988
Charlie Tyra,"Tyra, Charlie",1957,Y,0,78391,HISTADD_charlie_tyra,0,,,,0,,1961
Edwin Ubiles,"Ubiles, Edwin",2011,Y,1,202775,edwin_ubiles,0,,,,0,,2011
Ekpe Udoh,"Udoh, Ekpe",2010,Y,0,202327,ekpe_udoh,0,,,,0,,2018
Ime Udoka,"Udoka, Ime",2003,Y,1,2137,ime_udoka,0,,,,0,,2010
Beno Udrih,"Udrih, Beno",2004,Y,0,2757,beno_udrih,0,,,,0,,2016
Roko Ukic,"Ukic, Roko",2008,Y,0,101146,roko_ukic,0,,,,0,,2009
Tyler Ulis,"Ulis, Tyler",2016,Y,1,1627755,tyler_ulis,0,,,,0,,2018
Wes Unseld,"Unseld, Wes",1968,Y,0,78392,HISTADD_wes_unseld,0,,,,0,,1980
Hal Uplinger,"Uplinger, Hal",1953,Y,0,78393,HISTADD_hal_uplinger,0,,,,0,,1953
Kelvin Upshaw,"Upshaw, Kelvin",1988,Y,0,78394,HISTADD_kelvin_upshaw,0,,,,0,,1990
Jarrod Uthoff,"Uthoff, Jarrod",2016,Y,1,1627784,jarrod_uthoff,0,,,,0,,2016
Ben Uzoh,"Uzoh, Ben",2010,Y,1,202386,ben_uzoh,0,,,,0,,2011
Robert Vaden,"Vaden, Robert",2010,N,1,201987,robert_vaden,0,,,,0,,2010
Jonas Valanciunas,"Valanciunas, Jonas",2012,Y,0,202685,jonas_valanciunas,1,TOR,Toronto,raptors,1610612761,Raptors,2018
Darnell Valentine,"Valentine, Darnell",1981,Y,0,78395,HISTADD_darnell_valentine,0,,,,0,,1990
Denzel Valentine,"Valentine, Denzel",2016,Y,1,1627756,denzel_valentine,0,,,,0,,2018
Ron Valentine,"Valentine, Ron",1980,Y,0,78396,HISTADD_ron_valentine,0,,,,0,,1980
John Vallely,"Vallely, John",1970,Y,0,78397,HISTADD_john_vallely,0,,,,0,,1971
Dick Van Arsdale,"Van Arsdale, Dick",1965,Y,0,78398,HISTADD_dick_van_arsdale,0,,,,0,,1976
Tom Van Arsdale,"Van Arsdale, Tom",1965,Y,0,78399,HISTADD_tom_vanarsdale,0,,,,0,,1976
Butch Van Breda Kolff,"Van Breda Kolff, Butch",1946,Y,0,78401,HISTADD_butch_vanbredakolff,0,,,,0,,1949
Jan Van Breda Kolff,"Van Breda Kolff, Jan",1976,Y,0,78400,HISTADD_jan_van_breda_kolff,0,,,,0,,1982
Nick Van Exel,"Van Exel, Nick",1993,Y,0,89,nick_van exel,0,,,,0,,2005
Keith Van Horn,"Van Horn, Keith",1997,Y,0,1496,keith_van horn,0,,,,0,,2005
Norm Van Lier,"Van Lier, Norm",1969,Y,0,78406,HISTADD_norm_van_lier,0,,,,0,,1978
Fred VanVleet,"VanVleet, Fred",2016,Y,1,1627832,fred_vanvleet,0,,,,0,,2018
Gene Vance,"Vance, Gene",1947,Y,0,78402,HISTADD_gene_vance,0,,,,0,,1951
Log Vander Velden,"Vander Velden, Log",1995,Y,0,78403,HISTADD_logan_vander_velden,0,,,,0,,1995
Jarred Vanderbilt,"Vanderbilt, Jarred",2018,Y,1,1629020,jarred_vanderbilt,0,,,,0,,2018
Ernie Vandeweghe,"Vandeweghe, Ernie",1949,Y,0,78405,HISTADD_doc_vandeweghe,0,,,,0,,1955
Kiki Vandeweghe,"Vandeweghe, Kiki",1980,Y,0,78404,HISTADD_kiki_vandeweghe,0,,,,0,,1992
Nick Vanos,"Vanos, Nick",1985,Y,0,78407,HISTADD_nick_vanos,0,,,,0,,1986
David Vanterpool,"Vanterpool, David",2000,Y,0,2128,david_vanterpool,0,,,,0,,2000
Ratko Varda,"Varda, Ratko",2001,Y,0,2237,ratko_varda,0,,,,0,,2002
Anderson Varejao,"Varejao, Anderson",2004,Y,0,2760,anderson_varejao,1,GSW,Golden State,warriors,1610612744,Warriors,2016
Jarvis Varnado,"Varnado, Jarvis",2012,Y,1,202363,jarvis_varnado,0,,,,0,,2013
Greivis Vasquez,"Vasquez, Greivis",2010,Y,0,202349,greivis_vasquez,1,MIL,Milwaukee,bucks,1610612749,Bucks,2016
Charles Vaughn,"Vaughn, Charles",1962,Y,0,78409,HISTADD_chico_vaughn,0,,,,0,,1966
David Vaughn,"Vaughn, David",1995,Y,0,710,david_vaughn,0,,,,0,,1998
Jacque Vaughn,"Vaughn, Jacque",1997,Y,0,1521,jacque_vaughn,0,,,,0,,2008
Rashad Vaughn,"Vaughn, Rashad",2015,Y,11,1626173,rashad_vaughn,1,MIL,Milwaukee,bucks,1610612749,Bucks,2017
Virgil Vaughn,"Vaughn, Virgil",1946,Y,0,78411,HISTADD_virgil_vaughn,0,,,,0,,1946
Loy Vaught,"Vaught, Loy",1990,Y,0,919,loy_vaught,0,,,,0,,2000
Bob Verga,"Verga, Bob",1973,Y,0,78413,HISTADD_bob_verga,0,,,,0,,1973
Peter Verhoeven,"Verhoeven, Peter",1981,Y,0,78414,HISTADD_peter_verhoeven,0,,,,0,,1986
Jan Vesely,"Vesely, Jan",2011,Y,0,202686,jan_vesely,0,,,,0,,2013
Gundars Vetra,"Vetra, Gundars",1992,Y,0,78415,HISTADD_gundars_vetra,0,,,,0,,1992
Joao Vianna,"Vianna, Joao",1991,Y,0,78416,HISTADD_joao_vianna,0,,,,0,,1991
Charlie Villanueva,"Villanueva, Charlie",2005,Y,0,101111,charlie_villanueva,1,DAL,Dallas,mavericks,1610612742,Mavericks,2015
Jay Vincent,"Vincent, Jay",1981,Y,0,78418,HISTADD_jay_vincent,0,,,,0,,1989
Sam Vincent,"Vincent, Sam",1985,Y,0,78417,HISTADD_sam_vincent,0,,,,0,,1991
Marcus Vinicius,"Vinicius, Marcus",2006,Y,1,200790,marcus_vinicius,0,,,,0,,2007
Fred Vinson,"Vinson, Fred",1994,Y,0,1844,fred_vinson,0,,,,0,,1999
Gary Voce,"Voce, Gary",1989,Y,0,78419,HISTADD_gary_voce,0,,,,0,,1989
Floyd Volker,"Volker, Floyd",1949,Y,0,78420,HISTADD_floyd_volker,0,,,,0,,1949
Alexander Volkov,"Volkov, Alexander",1989,Y,0,78421,HISTADD_alexander_volkov,0,,,,0,,1991
Whitey Von Nieda,"Von Nieda, Whitey",1949,Y,0,78422,HISTADD_whitey_vonnieda,0,,,,0,,1949
Noah Vonleh,"Vonleh, Noah",2014,Y,1,203943,noah_vonleh,1,POR,Portland,blazers,1610612757,Trail Blazers,2018
Jake Voskuhl,"Voskuhl, Jake",2000,Y,0,2063,jake_voskuhl,0,,,,0,,2008
Danny Vranes,"Vranes, Danny",1981,Y,0,78423,HISTADD_danny_vranes,0,,,,0,,1987
Slavko Vranes,"Vranes, Slavko",2003,Y,0,2582,slavko_vranes,0,,,,0,,2003
Stojko Vrankovic,"Vrankovic, Stojko",1990,Y,0,1037,stojko_vrankovic,0,,,,0,,1998
Brett Vroman,"Vroman, Brett",1980,Y,0,78425,HISTADD_brett_vroman,0,,,,0,,1980
Jackson Vroman,"Vroman, Jackson",2004,Y,0,2761,jackson_vroman,0,,,,0,,2005
Nikola Vucevic,"Vucevic, Nikola",2011,Y,0,202696,nikola_vucevic,1,ORL,Orlando,magic,1610612753,Magic,2018
Sasha Vujacic,"Vujacic, Sasha",2004,Y,0,2756,sasha_vujacic,1,NYK,New York,knicks,1610612752,Knicks,2016
Dwyane Wade,"Wade, Dwyane",2003,Y,0,2548,dwyane_wade,1,MIA,Miami,heat,1610612748,Heat,2018
Mark Wade,"Wade, Mark",1987,Y,0,78426,HISTADD_mark_wade,0,,,,0,,1989
Von Wafer,"Wafer, Von",2005,Y,1,101144,von_wafer,0,,,,0,,2011
Clint Wager,"Wager, Clint",1949,Y,0,78427,HISTADD_clint_wager,0,,,,0,,1949
Dajuan Wagner,"Wagner, Dajuan",2002,Y,0,2402,dajuan_wagner,0,,,,0,,2006
